SDate,STime,SDateTime,Station,GROW_AREA,OpenClosed,WDIR,Tide,Class,CATEGORY,Temp,Sal,ColiScore,RawColi,YEAR,LCFlag,RCFlag,ColiVal
2018-08-08,06:59:00,2018-08-08T06:59:00Z,WJ001.50,WJ,O,CL,F,CA,A,18,31,1.9,<2,2018,TRUE,FALSE,2
2018-07-09,06:45:00,2018-07-09T06:45:00Z,WJ001.50,WJ,O,CL,HF,CA,A,17,32,1.9,<2,2018,TRUE,FALSE,2
2018-06-04,14:43:00,2018-06-04T14:43:00Z,WJ001.50,WJ,O,E,F,CA,A,12,29,2,2,2018,FALSE,FALSE,2
2018-05-07,16:25:00,2018-05-07T16:25:00Z,WJ001.50,WJ,O,S,HF,CA,A,11,30,1.9,<2,2018,TRUE,FALSE,2
2018-04-24,06:08:00,2018-04-24T06:08:00Z,WJ001.50,WJ,O,CL,HF,CA,A,5,31,1.9,<2,2018,TRUE,FALSE,2
2018-03-27,06:58:00,2018-03-27T06:58:00Z,WJ001.50,WJ,O,CL,HF,CA,A,1,31,1.9,<2,2018,TRUE,FALSE,2
2018-03-20,15:52:00,2018-03-20T15:52:00Z,WJ001.50,WJ,O,NW,E,CA,A,2,36,1.9,<2,2018,TRUE,FALSE,2
2018-02-21,16:23:00,2018-02-21T16:23:00Z,WJ001.50,WJ,O,CL,HE,CA,A,4,34,1.9,<2,2018,TRUE,FALSE,2
2018-02-06,16:45:00,2018-02-06T16:45:00Z,WJ001.50,WJ,,,HE,CA,A,,,,,2018,,,
2018-02-06,15:20:00,2018-02-06T15:20:00Z,WJ001.50,WJ,,,HF,CA,A,,,,,2018,,,
2018-01-24,14:30:00,2018-01-24T14:30:00Z,WJ001.50,WJ,,,F,CA,A,,,,,2018,,,
2017-12-18,11:00:00,2017-12-18T11:00:00Z,WJ001.50,WJ,,,H,CA,A,,,,,2017,,,
2017-12-04,10:00:00,2017-12-04T10:00:00Z,WJ001.50,WJ,O,NW,HF,CA,A,5,20,1.9,<2,2017,TRUE,FALSE,2
2017-11-20,11:27:00,2017-11-20T11:27:00Z,WJ001.50,WJ,C,NW,HF,CA,A,5,30,36,36,2017,FALSE,FALSE,36
2017-11-06,11:01:00,2017-11-06T11:01:00Z,WJ001.50,WJ,O,S,HF,CA,A,11,30,2,2,2017,FALSE,FALSE,2
2017-10-24,13:05:00,2017-10-24T13:05:00Z,WJ001.50,WJ,O,S,F,CA,A,13,32,1.9,<2,2017,TRUE,FALSE,2
2017-09-27,15:34:00,2017-09-27T15:34:00Z,WJ001.50,WJ,O,CL,F,CA,A,18,31,1.9,<2,2017,TRUE,FALSE,2
2017-08-14,15:33:00,2017-08-14T15:33:00Z,WJ001.50,WJ,O,SW,HF,CA,A,19,33,1.9,<2,2017,TRUE,FALSE,2
2017-08-02,07:24:00,2017-08-02T07:24:00Z,WJ001.50,WJ,O,CL,HF,CA,A,17,31,1.9,<2,2017,TRUE,FALSE,2
2017-06-07,09:49:00,2017-06-07T09:49:00Z,WJ001.50,WJ,O,CL,HF,CA,A,12,30,1.9,<2,2017,TRUE,FALSE,2
2017-05-16,14:20:00,2017-05-16T14:20:00Z,WJ001.50,WJ,O,NW,F,CA,A,16,28,1.9,<2,2017,TRUE,FALSE,2
2017-04-10,12:59:00,2017-04-10T12:59:00Z,WJ001.50,WJ,O,CL,HE,CA,A,6,28,1.9,<2,2017,TRUE,FALSE,2
2017-03-22,08:06:00,2017-03-22T08:06:00Z,WJ001.50,WJ,O,N,HE,CA,A,0,30,1.9,<2,2017,TRUE,FALSE,2
2017-03-21,11:10:00,2017-03-21T11:10:00Z,WJ001.50,WJ,,,E,CA,A,,,,,2017,,,
2017-02-22,08:08:00,2017-02-22T08:08:00Z,WJ001.50,WJ,,,H,CA,A,,,,,2017,,,
2017-01-31,13:30:00,2017-01-31T13:30:00Z,WJ001.50,WJ,,,H,CA,A,,,,,2017,,,
2017-01-25,10:04:00,2017-01-25T10:04:00Z,WJ001.50,WJ,,CL,HE,CA,A,,,,,2017,,,
2016-12-05,14:25:00,2016-12-05T14:25:00Z,WJ001.50,WJ,O,CL,H,CA,A,4,32,1.9,<2,2016,TRUE,FALSE,2
2016-11-14,11:54:00,2016-11-14T11:54:00Z,WJ001.50,WJ,O,CL,E,CA,A,7,30,1.9,<2,2016,TRUE,FALSE,2
2016-10-19,12:41:00,2016-10-19T12:41:00Z,WJ001.50,WJ,O,SW,F,CA,A,15,30,1.9,<2,2016,TRUE,FALSE,2
2016-09-27,08:54:00,2016-09-27T08:54:00Z,WJ001.50,WJ,O,CL,HF,CA,A,15,30,52,52,2016,FALSE,FALSE,52
2016-08-30,08:59:00,2016-08-30T08:59:00Z,WJ001.50,WJ,O,CL,F,CA,A,15,32,2,2,2016,FALSE,FALSE,2
2016-08-17,09:26:00,2016-08-17T09:26:00Z,WJ001.50,WJ,O,NW,F,CA,A,17,31,7.3,7.3,2016,FALSE,FALSE,7.3
2016-08-02,10:35:00,2016-08-02T10:35:00Z,WJ001.50,WJ,O,CL,HF,CA,A,23,30,1.9,<2,2016,TRUE,FALSE,2
2016-06-29,19:10:00,2016-06-29T19:10:00Z,WJ001.50,WJ,O,CL,H,CA,A,21,30,32,32,2016,FALSE,FALSE,32
2016-06-19,14:23:00,2016-06-19T14:23:00Z,WJ001.50,WJ,C,E,E,CA,A,21,,20,20,2016,FALSE,FALSE,20
2016-06-19,10:59:00,2016-06-19T10:59:00Z,WJ001.50,WJ,C,E,HF,CA,A,21,30,1.9,<2,2016,TRUE,FALSE,2
2016-05-09,14:18:00,2016-05-09T14:18:00Z,WJ001.50,WJ,O,SW,H,CA,A,9,30,1.9,<2,2016,TRUE,FALSE,2
2016-04-27,15:50:00,2016-04-27T15:50:00Z,WJ001.50,WJ,O,SW,H,CA,A,10,30,1.9,<2,2016,TRUE,FALSE,2
2016-03-28,15:32:00,2016-03-28T15:32:00Z,WJ001.50,WJ,O,NE,H,CA,A,6,30,2,2,2016,FALSE,FALSE,2
2016-03-16,07:22:00,2016-03-16T07:22:00Z,WJ001.50,WJ,O,CL,HE,CA,A,3,24,20,20,2016,FALSE,FALSE,20
2016-02-24,09:35:00,2016-02-24T09:35:00Z,WJ001.50,WJ,O,NE,F,CA,A,-2,29,1.9,<2,2016,TRUE,FALSE,2
2015-12-29,14:25:00,2015-12-29T14:25:00Z,WJ001.50,WJ,O,N,HE,CA,A,1,30,2,2,2015,FALSE,FALSE,2
2015-12-15,14:50:00,2015-12-15T14:50:00Z,WJ001.50,WJ,,,HE,CA,A,,,,,2015,,,
2015-12-01,15:17:00,2015-12-01T15:17:00Z,WJ001.50,WJ,O,CL,H,CA,A,,30,1.9,<2,2015,TRUE,FALSE,2
2015-11-16,13:38:00,2015-11-16T13:38:00Z,WJ001.50,WJ,O,N,H,CA,A,,30,1.9,<2,2015,TRUE,FALSE,2
2015-10-27,11:35:00,2015-10-27T11:35:00Z,WJ001.50,WJ,O,CL,H,CA,A,1,30,1.9,<2,2015,TRUE,FALSE,2
2015-09-01,12:54:00,2015-09-01T12:54:00Z,WJ001.50,WJ,O,SW,HF,CA,A,13,30,1.9,<2,2015,TRUE,FALSE,2
2015-08-17,14:12:00,2015-08-17T14:12:00Z,WJ001.50,WJ,O,CL,H,CA,A,18,30,1.9,<2,2015,TRUE,FALSE,2
2015-08-03,14:12:00,2015-08-03T14:12:00Z,WJ001.50,WJ,O,SW,H,CA,A,16,30,1.9,<2,2015,TRUE,FALSE,2
2015-07-28,12:22:00,2015-07-28T12:22:00Z,WJ001.50,WJ,O,S,E,CA,A,20,30,2,2,2015,FALSE,FALSE,2
2015-07-14,11:53:00,2015-07-14T11:53:00Z,WJ001.50,WJ,O,CL,HE,CA,A,20,30,1.9,<2,2015,TRUE,FALSE,2
2015-06-30,07:41:00,2015-06-30T07:41:00Z,WJ001.50,WJ,O,CL,F,CA,A,20,24,26,26,2015,FALSE,FALSE,26
2015-06-10,06:48:00,2015-06-10T06:48:00Z,WJ001.50,WJ,O,CL,HE,CA,A,15,30,8,8,2015,FALSE,FALSE,8
2015-05-26,06:31:00,2015-05-26T06:31:00Z,WJ001.50,WJ,O,CL,H,CA,A,,30,1.9,<2,2015,TRUE,FALSE,2
2015-05-13,06:10:00,2015-05-13T06:10:00Z,WJ001.50,WJ,O,CL,HF,CA,A,12,18,1.9,<2,2015,TRUE,FALSE,2
2015-05-04,13:06:00,2015-05-04T13:06:00Z,WJ001.50,WJ,C,SE,HE,CA,A,12,30,1.9,<2,2015,TRUE,FALSE,2
2015-05-04,18:40:00,2015-05-04T18:40:00Z,WJ001.50,WJ,C,,L,CA,A,,,18,18,2015,FALSE,FALSE,18
2015-04-14,11:52:00,2015-04-14T11:52:00Z,WJ001.50,WJ,O,,E,CA,A,,,,,2015,,,
2015-03-02,08:47:00,2015-03-02T08:47:00Z,WJ001.50,WJ,O,,H,CA,A,,,,,2015,,,
2015-02-17,08:22:00,2015-02-17T08:22:00Z,WJ001.50,WJ,O,,HF,CA,A,,,,,2015,,,
2015-01-21,09:15:00,2015-01-21T09:15:00Z,WJ001.50,WJ,O,CL,F,CA,A,-3,30,2,2,2015,FALSE,FALSE,2
2015-01-07,10:45:00,2015-01-07T10:45:00Z,WJ001.50,WJ,O,,F,CA,A,,,,,2015,,,
2019-11-19,14:26:00,2019-11-19T14:26:00Z,WJ001.20,WJ,X,,F,X,Z,4,31,2,2,2019,FALSE,FALSE,2
2019-09-10,07:37:00,2019-09-10T07:37:00Z,WJ001.20,WJ,X,,F,X,Z,15,32,1.9,<2,2019,TRUE,FALSE,2
2019-08-20,14:10:00,2019-08-20T14:10:00Z,WJ001.20,WJ,X,,HF,X,Z,18,33,1.9,<2,2019,TRUE,FALSE,2
2019-07-29,07:01:00,2019-07-29T07:01:00Z,WJ001.20,WJ,X,,F,X,Z,18,31,2,2,2019,FALSE,FALSE,2
2019-06-03,10:51:00,2019-06-03T10:51:00Z,WJ001.20,WJ,X,,HF,X,Z,11,30,5.5,5.5,2019,FALSE,FALSE,5.5
2019-05-21,12:10:00,2019-05-21T12:10:00Z,WJ001.20,WJ,X,NW,F,X,Z,10,30,1.9,<2,2019,TRUE,FALSE,2
2019-04-02,08:20:00,2019-04-02T08:20:00Z,WJ001.20,WJ,X,,F,X,Z,5,30,1.9,<2,2019,TRUE,FALSE,2
2018-09-18,06:34:00,2018-09-18T06:34:00Z,WJ001.20,WJ,,SW,H,X,Z,17,35,1.9,<2,2018,TRUE,FALSE,2
2018-08-08,06:41:00,2018-08-08T06:41:00Z,WJ001.20,WJ,,CL,F,X,Z,19,31,1.9,<2,2018,TRUE,FALSE,2
2018-07-09,06:15:00,2018-07-09T06:15:00Z,WJ001.20,WJ,,CL,F,X,Z,17,32,1.9,<2,2018,TRUE,FALSE,2
2018-06-04,14:19:00,2018-06-04T14:19:00Z,WJ001.20,WJ,,E,F,X,Z,12,29,1.9,<2,2018,TRUE,FALSE,2
2018-05-07,16:18:00,2018-05-07T16:18:00Z,WJ001.20,WJ,,S,F,X,Z,9,30,1.9,<2,2018,TRUE,FALSE,2
2018-04-24,06:03:00,2018-04-24T06:03:00Z,WJ001.20,WJ,,CL,HF,X,Z,5,30,1.9,<2,2018,TRUE,FALSE,2
2017-12-18,01:20:00,2017-12-18T01:20:00Z,WJ001.20,WJ,,CL,E,X,Z,1,34,1.9,<2,2017,TRUE,FALSE,2
2017-12-04,09:51:00,2017-12-04T09:51:00Z,WJ001.20,WJ,,N,HF,X,Z,6,20,1.9,<2,2017,TRUE,FALSE,2
2017-11-20,11:30:00,2017-11-20T11:30:00Z,WJ001.20,WJ,,NW,HF,X,Z,5,30,33,33,2017,FALSE,FALSE,33
2017-11-06,10:57:00,2017-11-06T10:57:00Z,WJ001.20,WJ,,S,HF,X,Z,12,30,2,2,2017,FALSE,FALSE,2
2017-10-24,13:09:00,2017-10-24T13:09:00Z,WJ001.20,WJ,,S,F,X,Z,13,32,1.9,<2,2017,TRUE,FALSE,2
2017-09-27,15:16:00,2017-09-27T15:16:00Z,WJ001.20,WJ,,SW,F,X,Z,18,32,1.9,<2,2017,TRUE,FALSE,2
2017-08-14,15:10:00,2017-08-14T15:10:00Z,WJ001.20,WJ,,NW,F,X,Z,20,32,1.9,<2,2017,TRUE,FALSE,2
2017-08-02,07:13:00,2017-08-02T07:13:00Z,WJ001.20,WJ,,CL,HF,X,Z,17,32,1.9,<2,2017,TRUE,FALSE,2
2017-06-07,09:55:00,2017-06-07T09:55:00Z,WJ001.20,WJ,,SE,HF,X,Z,11,30,1.9,<2,2017,TRUE,FALSE,2
2017-05-16,14:30:00,2017-05-16T14:30:00Z,WJ001.20,WJ,,NW,F,X,Z,19,28,2,2,2017,FALSE,FALSE,2
2017-04-10,12:55:00,2017-04-10T12:55:00Z,WJ001.20,WJ,,S,HE,X,Z,6,28,2,2,2017,FALSE,FALSE,2
2016-12-05,14:47:00,2016-12-05T14:47:00Z,WJ001.20,WJ,,N,H,X,Z,4,22,1.9,<2,2016,TRUE,FALSE,2
2016-11-14,11:49:00,2016-11-14T11:49:00Z,WJ001.20,WJ,,CL,E,X,Z,7,30,1.9,<2,2016,TRUE,FALSE,2
2016-10-19,12:31:00,2016-10-19T12:31:00Z,WJ001.20,WJ,,SW,F,X,Z,14,30,1.9,<2,2016,TRUE,FALSE,2
2016-09-28,08:26:00,2016-09-28T08:26:00Z,WJ001.20,WJ,,NE,F,X,Z,15,30,1.9,<2,2016,TRUE,FALSE,2
2016-08-30,08:45:00,2016-08-30T08:45:00Z,WJ001.20,WJ,,CL,F,X,Z,15,32,1.9,<2,2016,TRUE,FALSE,2
2016-08-17,09:14:00,2016-08-17T09:14:00Z,WJ001.20,WJ,,SW,F,X,Z,16,31,2,2,2016,FALSE,FALSE,2
2016-06-29,19:01:00,2016-06-29T19:01:00Z,WJ001.20,WJ,,CL,H,X,Z,20,31,5.5,5.5,2016,FALSE,FALSE,5.5
2016-05-09,14:09:00,2016-05-09T14:09:00Z,WJ001.20,WJ,,SW,H,X,Z,8,31,1.9,<2,2016,TRUE,FALSE,2
2016-04-27,15:38:00,2016-04-27T15:38:00Z,WJ001.20,WJ,,SW,H,X,Z,8,30,1.9,<2,2016,TRUE,FALSE,2
2016-03-28,15:24:00,2016-03-28T15:24:00Z,WJ001.20,WJ,,NE,H,X,Z,5,30,1.9,<2,2016,TRUE,FALSE,2
2015-12-01,15:20:00,2015-12-01T15:20:00Z,WJ001.20,WJ,,CL,H,X,Z,,30,1.9,<2,2015,TRUE,FALSE,2
2015-11-16,13:42:00,2015-11-16T13:42:00Z,WJ001.20,WJ,,N,H,X,Z,,30,1.9,<2,2015,TRUE,FALSE,2
2015-10-27,11:39:00,2015-10-27T11:39:00Z,WJ001.20,WJ,,CL,H,X,Z,,,,,2015,,,
2015-09-01,12:58:00,2015-09-01T12:58:00Z,WJ001.20,WJ,,SW,HF,X,Z,13,30,1.9,<2,2015,TRUE,FALSE,2
2015-08-17,14:09:00,2015-08-17T14:09:00Z,WJ001.20,WJ,,CL,H,X,Z,15,30,1.9,<2,2015,TRUE,FALSE,2
2015-08-03,14:04:00,2015-08-03T14:04:00Z,WJ001.20,WJ,,SW,H,X,Z,13,30,1.9,<2,2015,TRUE,FALSE,2
2015-07-14,11:34:00,2015-07-14T11:34:00Z,WJ001.20,WJ,,SW,HE,X,Z,18,30,1.9,<2,2015,TRUE,FALSE,2
2019-11-19,14:29:00,2019-11-19T14:29:00Z,WJ001.00,WJ,O,,F,CA,A,4,31,3.6,3.6,2019,FALSE,FALSE,3.6
2019-10-08,08:05:00,2019-10-08T08:05:00Z,WJ001.00,WJ,O,,H,CA,A,12,31,4,4,2019,FALSE,FALSE,4
2019-09-10,07:55:00,2019-09-10T07:55:00Z,WJ001.00,WJ,O,,F,CA,A,15,32,1.9,<2,2019,TRUE,FALSE,2
2019-08-20,14:12:00,2019-08-20T14:12:00Z,WJ001.00,WJ,O,,HF,CA,A,18,33,1.9,<2,2019,TRUE,FALSE,2
2019-07-29,07:30:00,2019-07-29T07:30:00Z,WJ001.00,WJ,O,,F,CA,A,19,31,2,2,2019,FALSE,FALSE,2
2019-06-03,10:54:00,2019-06-03T10:54:00Z,WJ001.00,WJ,O,,HF,CA,A,11,30,6,6,2019,FALSE,FALSE,6
2019-05-21,12:13:00,2019-05-21T12:13:00Z,WJ001.00,WJ,O,NW,F,CA,A,10,30,1.9,<2,2019,TRUE,FALSE,2
2019-04-02,08:50:00,2019-04-02T08:50:00Z,WJ001.00,WJ,O,,F,CA,A,4,29,2,2,2019,FALSE,FALSE,2
2019-03-19,08:05:00,2019-03-19T08:05:00Z,WJ001.00,WJ,O,,F,CA,A,0,31,1.9,<2,2019,TRUE,FALSE,2
2019-03-06,16:50:00,2019-03-06T16:50:00Z,WJ001.00,WJ,O,,LE,CA,A,-1,32,1.9,<2,2019,TRUE,FALSE,2
2019-02-11,15:20:00,2019-02-11T15:20:00Z,WJ001.00,WJ,O,,H,CA,A,0,30,1.9,<2,2019,TRUE,FALSE,2
2019-01-14,15:40:00,2019-01-14T15:40:00Z,WJ001.00,WJ,O,,HF,CA,A,,,,,2019,,,
2018-12-18,07:10:00,2018-12-18T07:10:00Z,WJ001.00,WJ,O,,H,CA,A,0,30,4,4,2018,FALSE,FALSE,4
2018-12-11,13:25:00,2018-12-11T13:25:00Z,WJ001.00,WJ,,,H,CA,A,,,,,2018,,,
2018-10-09,10:35:00,2018-10-09T10:35:00Z,WJ001.00,WJ,O,S,HF,CA,A,14,32,1.9,<2,2018,TRUE,FALSE,2
2018-09-18,06:46:00,2018-09-18T06:46:00Z,WJ001.00,WJ,O,SW,H,CA,A,17,35,1.9,<2,2018,TRUE,FALSE,2
2018-08-08,06:55:00,2018-08-08T06:55:00Z,WJ001.00,WJ,O,CL,F,CA,A,18,31,2,2,2018,FALSE,FALSE,2
2018-07-09,06:40:00,2018-07-09T06:40:00Z,WJ001.00,WJ,O,CL,F,CA,A,17,31,1.9,<2,2018,TRUE,FALSE,2
2018-06-04,14:37:00,2018-06-04T14:37:00Z,WJ001.00,WJ,O,E,F,CA,A,12,29,1.9,<2,2018,TRUE,FALSE,2
2018-05-07,16:21:00,2018-05-07T16:21:00Z,WJ001.00,WJ,O,S,HF,CA,A,10,30,1.9,<2,2018,TRUE,FALSE,2
2018-04-24,05:58:00,2018-04-24T05:58:00Z,WJ001.00,WJ,O,CL,HF,CA,A,5,31,1.9,<2,2018,TRUE,FALSE,2
2018-03-27,06:45:00,2018-03-27T06:45:00Z,WJ001.00,WJ,O,CL,F,CA,A,1,32,1.9,<2,2018,TRUE,FALSE,2
2018-03-20,16:08:00,2018-03-20T16:08:00Z,WJ001.00,WJ,O,NW,E,CA,A,3,36,1.9,<2,2018,TRUE,FALSE,2
2018-02-21,16:35:00,2018-02-21T16:35:00Z,WJ001.00,WJ,O,,E,CA,A,4,31,1.9,<2,2018,TRUE,FALSE,2
2018-02-06,16:30:00,2018-02-06T16:30:00Z,WJ001.00,WJ,O,W,HE,CA,A,-1,35,1.9,<2,2018,TRUE,FALSE,2
2018-02-06,14:50:00,2018-02-06T14:50:00Z,WJ001.00,WJ,,,HF,CA,A,,,,,2018,,,
2018-01-24,14:20:00,2018-01-24T14:20:00Z,WJ001.00,WJ,,,F,CA,A,,,,,2018,,,
2017-12-18,10:59:00,2017-12-18T10:59:00Z,WJ001.00,WJ,O,CL,H,CA,A,1,34,1.9,<2,2017,TRUE,FALSE,2
2017-12-04,09:55:00,2017-12-04T09:55:00Z,WJ001.00,WJ,O,N,HF,CA,A,5,20,1.9,<2,2017,TRUE,FALSE,2
2017-11-20,11:24:00,2017-11-20T11:24:00Z,WJ001.00,WJ,C,NW,HF,CA,A,6,30,30,30,2017,FALSE,FALSE,30
2017-11-06,11:06:00,2017-11-06T11:06:00Z,WJ001.00,WJ,O,SW,HF,CA,A,10,30,2,2,2017,FALSE,FALSE,2
2017-10-24,13:00:00,2017-10-24T13:00:00Z,WJ001.00,WJ,O,S,F,CA,A,13,32,1.9,<2,2017,TRUE,FALSE,2
2017-09-27,15:30:00,2017-09-27T15:30:00Z,WJ001.00,WJ,O,SW,F,CA,A,19,31,1.9,<2,2017,TRUE,FALSE,2
2017-08-14,15:28:00,2017-08-14T15:28:00Z,WJ001.00,WJ,O,CL,HF,CA,A,19,33,1.9,<2,2017,TRUE,FALSE,2
2017-08-02,07:20:00,2017-08-02T07:20:00Z,WJ001.00,WJ,O,CL,HF,CA,A,16,32,2,2,2017,FALSE,FALSE,2
2017-06-07,09:40:00,2017-06-07T09:40:00Z,WJ001.00,WJ,O,CL,HF,CA,A,11,30,2,2,2017,FALSE,FALSE,2
2017-05-16,14:12:00,2017-05-16T14:12:00Z,WJ001.00,WJ,O,NW,F,CA,A,7,28,1.9,<2,2017,TRUE,FALSE,2
2017-04-10,13:03:00,2017-04-10T13:03:00Z,WJ001.00,WJ,O,CL,HE,CA,A,6,26,1.9,<2,2017,TRUE,FALSE,2
2017-03-21,11:18:00,2017-03-21T11:18:00Z,WJ001.00,WJ,O,CL,LE,CA,A,0,30,1.9,<2,2017,TRUE,FALSE,2
2017-02-22,07:57:00,2017-02-22T07:57:00Z,WJ001.00,WJ,O,CL,H,CA,A,4,32,1.9,<2,2017,TRUE,FALSE,2
2017-01-25,09:46:00,2017-01-25T09:46:00Z,WJ001.00,WJ,O,CL,H,CA,A,6,24,26,26,2017,FALSE,FALSE,26
2016-12-05,14:22:00,2016-12-05T14:22:00Z,WJ001.00,WJ,O,CL,H,CA,A,4,32,4,4,2016,FALSE,FALSE,4
2016-11-14,11:55:00,2016-11-14T11:55:00Z,WJ001.00,WJ,O,S,E,CA,A,7,30,1.9,<2,2016,TRUE,FALSE,2
2016-10-19,12:35:00,2016-10-19T12:35:00Z,WJ001.00,WJ,O,SW,F,CA,A,14,30,7.3,7.3,2016,FALSE,FALSE,7.3
2016-09-27,08:47:00,2016-09-27T08:47:00Z,WJ001.00,WJ,O,CL,HF,CA,A,15,30,1.9,<2,2016,TRUE,FALSE,2
2016-08-30,08:51:00,2016-08-30T08:51:00Z,WJ001.00,WJ,O,N,F,CA,A,15,32,1.9,<2,2016,TRUE,FALSE,2
2016-08-17,09:19:00,2016-08-17T09:19:00Z,WJ001.00,WJ,O,SW,F,CA,A,17,31,6,6,2016,FALSE,FALSE,6
2016-08-02,10:20:00,2016-08-02T10:20:00Z,WJ001.00,WJ,O,CL,HF,CA,A,21,30,2,2,2016,FALSE,FALSE,2
2016-06-29,19:06:00,2016-06-29T19:06:00Z,WJ001.00,WJ,O,CL,H,CA,A,20,31,11,11,2016,FALSE,FALSE,11
2016-05-09,14:13:00,2016-05-09T14:13:00Z,WJ001.00,WJ,O,W,H,CA,A,8,31,2,2,2016,FALSE,FALSE,2
2016-04-27,15:44:00,2016-04-27T15:44:00Z,WJ001.00,WJ,O,CL,H,CA,A,9,30,1.9,<2,2016,TRUE,FALSE,2
2016-03-28,15:28:00,2016-03-28T15:28:00Z,WJ001.00,WJ,O,NE,H,CA,A,6,30,2,2,2016,FALSE,FALSE,2
2016-03-16,07:13:00,2016-03-16T07:13:00Z,WJ001.00,WJ,O,CL,HE,CA,A,3,28,5.5,5.5,2016,FALSE,FALSE,5.5
2016-02-24,09:17:00,2016-02-24T09:17:00Z,WJ001.00,WJ,O,NE,F,CA,A,0,30,1.9,<2,2016,TRUE,FALSE,2
2015-12-15,14:59:00,2015-12-15T14:59:00Z,WJ001.00,WJ,O,CL,HE,CA,A,8,30,1.9,<2,2015,TRUE,FALSE,2
2015-12-01,15:12:00,2015-12-01T15:12:00Z,WJ001.00,WJ,O,CL,H,CA,A,,30,1.9,<2,2015,TRUE,FALSE,2
2015-11-16,13:34:00,2015-11-16T13:34:00Z,WJ001.00,WJ,O,N,H,CA,A,,30,1.9,<2,2015,TRUE,FALSE,2
2015-10-27,11:32:00,2015-10-27T11:32:00Z,WJ001.00,WJ,O,CL,H,CA,A,,,,,2015,,,
2015-09-01,12:50:00,2015-09-01T12:50:00Z,WJ001.00,WJ,C,CL,HF,CA,A,13,30,1.9,<2,2015,TRUE,FALSE,2
2015-08-17,14:05:00,2015-08-17T14:05:00Z,WJ001.00,WJ,O,CL,H,CA,A,16,30,1.9,<2,2015,TRUE,FALSE,2
2015-08-03,14:08:00,2015-08-03T14:08:00Z,WJ001.00,WJ,O,CL,H,CA,A,16,30,2,2,2015,FALSE,FALSE,2
2015-07-14,11:56:00,2015-07-14T11:56:00Z,WJ001.00,WJ,O,CL,HE,CA,A,20,30,1.9,<2,2015,TRUE,FALSE,2
2015-06-30,07:59:00,2015-06-30T07:59:00Z,WJ001.00,WJ,O,CL,F,CA,A,20,28,16,16,2015,FALSE,FALSE,16
2015-06-10,06:30:00,2015-06-10T06:30:00Z,WJ001.00,WJ,O,CL,HE,CA,A,15,30,1.9,<2,2015,TRUE,FALSE,2
2015-05-26,06:15:00,2015-05-26T06:15:00Z,WJ001.00,WJ,O,CL,H,CA,A,,30,1.9,<2,2015,TRUE,FALSE,2
2015-05-13,05:50:00,2015-05-13T05:50:00Z,WJ001.00,WJ,O,CL,HF,CA,A,12,30,1.9,<2,2015,TRUE,FALSE,2
2015-05-04,12:45:00,2015-05-04T12:45:00Z,WJ001.00,WJ,C,SE,H,CA,A,10,30,1.9,<2,2015,TRUE,FALSE,2
2015-04-14,12:00:00,2015-04-14T12:00:00Z,WJ001.00,WJ,O,CL,E,CA,A,7,28,1.9,<2,2015,TRUE,FALSE,2
2015-03-02,08:39:00,2015-03-02T08:39:00Z,WJ001.00,WJ,O,,H,CA,A,,,,,2015,,,
2015-02-17,08:13:00,2015-02-17T08:13:00Z,WJ001.00,WJ,O,,HF,CA,A,,,,,2015,,,
2015-01-07,10:26:00,2015-01-07T10:26:00Z,WJ001.00,WJ,O,CL,F,CA,A,-5,32,1.9,<2,2015,TRUE,FALSE,2
2019-09-18,10:27:00,2019-09-18T10:27:00Z,WI095.00,WI,O,,F,A,A,15,32,1.9,<2,2019,TRUE,FALSE,2
2019-08-12,08:20:00,2019-08-12T08:20:00Z,WI095.00,WI,O,,F,A,A,21,30,1.9,<2,2019,TRUE,FALSE,2
2019-08-01,08:45:00,2019-08-01T08:45:00Z,WI095.00,WI,O,,F,A,A,22,34,1.9,<2,2019,TRUE,FALSE,2
2019-06-05,14:52:00,2019-06-05T14:52:00Z,WI095.00,WI,O,,HE,A,A,10,28,1.9,<2,2019,TRUE,FALSE,2
2019-05-08,14:00:00,2019-05-08T14:00:00Z,WI095.00,WI,O,,H,A,A,11,25,2,2,2019,FALSE,FALSE,2
2019-04-17,10:25:00,2019-04-17T10:25:00Z,WI095.00,WI,O,,H,A,A,8,29,1.9,<2,2019,TRUE,FALSE,2
2018-11-05,08:50:00,2018-11-05T08:50:00Z,WI095.00,WI,O,,H,A,A,5,30,12,12,2018,FALSE,FALSE,12
2018-10-22,09:30:00,2018-10-22T09:30:00Z,WI095.00,WI,O,CL,HF,A,A,10,32,1.9,<2,2018,TRUE,FALSE,2
2018-08-27,12:15:00,2018-08-27T12:15:00Z,WI095.00,WI,O,NE,H,A,A,22,28,1.9,<2,2018,TRUE,FALSE,2
2018-07-31,14:15:00,2018-07-31T14:15:00Z,WI095.00,WI,O,SW,H,A,A,24,31,1.9,<2,2018,TRUE,FALSE,2
2018-06-26,11:17:00,2018-06-26T11:17:00Z,WI095.00,WI,O,SE,H,A,A,16,35,1.9,<2,2018,TRUE,FALSE,2
2018-06-11,09:40:00,2018-06-11T09:40:00Z,WI095.00,WI,O,SE,H,A,A,12,29,1.9,<2,2018,TRUE,FALSE,2
2017-10-23,14:03:00,2017-10-23T14:03:00Z,WI095.00,WI,O,SE,H,A,A,10,30,1.9,<2,2017,TRUE,FALSE,2
