"SDate","STime","SDateTime","Station","GROW_AREA","OpenClosed","WDIR","Tide","Class","CATEGORY","Temp","FLOOD","Sal","ColiScore","RawColi","DELIVERY_TEMP_C","YEAR","LCFlag","RCFlag","ColiVal"
2019-01-14,15:40:00,2019-01-14 15:40:00,"WJ001.00","WJ","O",,"HF","CA","A",,,,,,,2019,,,
2018-12-18,07:10:00,2018-12-18 07:10:00,"WJ001.00","WJ","O",,"H","CA","A",0,,30,4,"4",7,2018,FALSE,FALSE,4
2018-12-11,13:25:00,2018-12-11 13:25:00,"WJ001.00","WJ",,,"H","CA","A",,,,,,3,2018,,,
2018-10-09,10:35:00,2018-10-09 10:35:00,"WJ001.00","WJ","O","S","HF","CA","A",14,,32,1.9,"<2",6,2018,TRUE,FALSE,2
2018-09-18,06:46:00,2018-09-18 06:46:00,"WJ001.00","WJ","O","SW","H","CA","A",17,,35,1.9,"<2",5,2018,TRUE,FALSE,2
2018-08-08,06:55:00,2018-08-08 06:55:00,"WJ001.00","WJ","O","CL","F","CA","A",18,,31,2,"2",5,2018,FALSE,FALSE,2
2018-07-09,06:40:00,2018-07-09 06:40:00,"WJ001.00","WJ","O","CL","F","CA","A",17,,31,1.9,"<2",4,2018,TRUE,FALSE,2
2018-06-04,14:37:00,2018-06-04 14:37:00,"WJ001.00","WJ","O","E","F","CA","A",12,,29,1.9,"<2",1,2018,TRUE,FALSE,2
2018-05-07,16:21:00,2018-05-07 16:21:00,"WJ001.00","WJ","O","S","HF","CA","A",10,,30,1.9,"<2",3,2018,TRUE,FALSE,2
2018-04-24,05:58:00,2018-04-24 05:58:00,"WJ001.00","WJ","O","CL","HF","CA","A",5,,31,1.9,"<2",1,2018,TRUE,FALSE,2
2018-03-27,06:45:00,2018-03-27 06:45:00,"WJ001.00","WJ","O","CL","F","CA","A",1,,32,1.9,"<2",5,2018,TRUE,FALSE,2
2018-03-20,16:08:00,2018-03-20 16:08:00,"WJ001.00","WJ","O","NW","E","CA","A",3,,36,1.9,"<2",3,2018,TRUE,FALSE,2
2018-02-21,16:35:00,2018-02-21 16:35:00,"WJ001.00","WJ","O",,"E","CA","A",4,,31,1.9,"<2",3,2018,TRUE,FALSE,2
2018-02-06,16:30:00,2018-02-06 16:30:00,"WJ001.00","WJ","O","W","HE","CA","A",-1,,35,1.9,"<2",2,2018,TRUE,FALSE,2
2018-02-06,14:50:00,2018-02-06 14:50:00,"WJ001.00","WJ",,,"HF","CA","A",,,,,,,2018,,,
2018-01-24,14:20:00,2018-01-24 14:20:00,"WJ001.00","WJ",,,"F","CA","A",,,,,,,2018,,,
2017-12-18,10:59:00,2017-12-18 10:59:00,"WJ001.00","WJ","O","CL","H","CA","A",1,,34,1.9,"<2",4,2017,TRUE,FALSE,2
2017-12-04,09:55:00,2017-12-04 09:55:00,"WJ001.00","WJ","O","N","HF","CA","A",5,,20,1.9,"<2",1,2017,TRUE,FALSE,2
2017-11-20,11:24:00,2017-11-20 11:24:00,"WJ001.00","WJ","C","NW","HF","CA","A",6,,30,30,"30",2,2017,FALSE,FALSE,30
2017-11-06,11:06:00,2017-11-06 11:06:00,"WJ001.00","WJ","O","SW","HF","CA","A",10,,30,2,"2",0,2017,FALSE,FALSE,2
2017-10-24,13:00:00,2017-10-24 13:00:00,"WJ001.00","WJ","O","S","F","CA","A",13,,32,1.9,"<2",4,2017,TRUE,FALSE,2
2017-09-27,15:30:00,2017-09-27 15:30:00,"WJ001.00","WJ","O","SW","F","CA","A",19,,31,1.9,"<2",7,2017,TRUE,FALSE,2
2017-08-14,15:28:00,2017-08-14 15:28:00,"WJ001.00","WJ","O","CL","HF","CA","A",19,,33,1.9,"<2",5,2017,TRUE,FALSE,2
2017-08-02,07:20:00,2017-08-02 07:20:00,"WJ001.00","WJ","O","CL","HF","CA","A",16,,32,2,"2",5,2017,FALSE,FALSE,2
2017-06-07,09:40:00,2017-06-07 09:40:00,"WJ001.00","WJ","O","CL","HF","CA","A",11,,30,2,"2",1,2017,FALSE,FALSE,2
2017-05-16,14:12:00,2017-05-16 14:12:00,"WJ001.00","WJ","O","NW","F","CA","A",7,,28,1.9,"<2",8,2017,TRUE,FALSE,2
2017-04-10,13:03:00,2017-04-10 13:03:00,"WJ001.00","WJ","O","CL","HE","CA","A",6,,26,1.9,"<2",5,2017,TRUE,FALSE,2
2017-03-21,11:18:00,2017-03-21 11:18:00,"WJ001.00","WJ","O","CL","LE","CA","A",0,,30,1.9,"<2",7,2017,TRUE,FALSE,2
2017-02-22,07:57:00,2017-02-22 07:57:00,"WJ001.00","WJ","O","CL","H","CA","A",4,,32,1.9,"<2",5,2017,TRUE,FALSE,2
2017-01-25,09:46:00,2017-01-25 09:46:00,"WJ001.00","WJ","O","CL","H","CA","A",6,,24,26,"26",5,2017,FALSE,FALSE,26
2016-12-05,14:22:00,2016-12-05 14:22:00,"WJ001.00","WJ","O","CL","H","CA","A",4,,32,4,"4",4,2016,FALSE,FALSE,4
2016-11-14,11:55:00,2016-11-14 11:55:00,"WJ001.00","WJ","O","S","E","CA","A",7,,30,1.9,"<2",3,2016,TRUE,FALSE,2
2016-10-19,12:35:00,2016-10-19 12:35:00,"WJ001.00","WJ","O","SW","F","CA","A",14,,30,7.3,"7.3",3.5,2016,FALSE,FALSE,7.3
2016-09-27,08:47:00,2016-09-27 08:47:00,"WJ001.00","WJ","O","CL","HF","CA","A",15,,30,1.9,"<2",3,2016,TRUE,FALSE,2
2016-08-30,08:51:00,2016-08-30 08:51:00,"WJ001.00","WJ","O","N","F","CA","A",15,,32,1.9,"<2",7,2016,TRUE,FALSE,2
2016-08-17,09:19:00,2016-08-17 09:19:00,"WJ001.00","WJ","O","SW","F","CA","A",17,,31,6,"6",5,2016,FALSE,FALSE,6
2016-08-02,10:20:00,2016-08-02 10:20:00,"WJ001.00","WJ","O","CL","HF","CA","A",21,,30,2,"2",4,2016,FALSE,FALSE,2
2016-06-29,19:06:00,2016-06-29 19:06:00,"WJ001.00","WJ","O","CL","H","CA","A",20,,31,11,"11",8,2016,FALSE,FALSE,11
2016-05-09,14:13:00,2016-05-09 14:13:00,"WJ001.00","WJ","O","W","H","CA","A",8,,31,2,"2",5,2016,FALSE,FALSE,2
2016-04-27,15:44:00,2016-04-27 15:44:00,"WJ001.00","WJ","O","CL","H","CA","A",9,,30,1.9,"<2",4,2016,TRUE,FALSE,2
2016-03-28,15:28:00,2016-03-28 15:28:00,"WJ001.00","WJ","O","NE","H","CA","A",6,,30,2,"2",1,2016,FALSE,FALSE,2
2016-03-16,07:13:00,2016-03-16 07:13:00,"WJ001.00","WJ","O","CL","HE","CA","A",3,,28,5.5,"5.5",3,2016,FALSE,FALSE,5.5
2016-02-24,09:17:00,2016-02-24 09:17:00,"WJ001.00","WJ","O","NE","F","CA","A",0,,30,1.9,"<2",1,2016,TRUE,FALSE,2
2015-12-15,14:59:00,2015-12-15 14:59:00,"WJ001.00","WJ","O","CL","HE","CA","A",8,,30,1.9,"<2",2,2015,TRUE,FALSE,2
2015-12-01,15:12:00,2015-12-01 15:12:00,"WJ001.00","WJ","O","CL","H","CA","A",,,30,1.9,"<2",4,2015,TRUE,FALSE,2
2015-11-16,13:34:00,2015-11-16 13:34:00,"WJ001.00","WJ","O","N","H","CA","A",,,30,1.9,"<2",4,2015,TRUE,FALSE,2
2015-10-27,11:32:00,2015-10-27 11:32:00,"WJ001.00","WJ","O","CL","H","CA","A",,,,,,,2015,,,
2015-09-01,12:50:00,2015-09-01 12:50:00,"WJ001.00","WJ","C","CL","HF","CA","A",13,,30,1.9,"<2",3,2015,TRUE,FALSE,2
2015-08-17,14:05:00,2015-08-17 14:05:00,"WJ001.00","WJ","O","CL","H","CA","A",16,,30,1.9,"<2",8,2015,TRUE,FALSE,2
2015-08-03,14:08:00,2015-08-03 14:08:00,"WJ001.00","WJ","O","CL","H","CA","A",16,,30,2,"2",4,2015,FALSE,FALSE,2
2015-07-14,11:56:00,2015-07-14 11:56:00,"WJ001.00","WJ","O","CL","HE","CA","A",20,,30,1.9,"<2",8,2015,TRUE,FALSE,2
2015-06-30,07:59:00,2015-06-30 07:59:00,"WJ001.00","WJ","O","CL","F","CA","A",20,,28,16,"16",5,2015,FALSE,FALSE,16
2015-06-10,06:30:00,2015-06-10 06:30:00,"WJ001.00","WJ","O","CL","HE","CA","A",15,,30,1.9,"<2",1,2015,TRUE,FALSE,2
2015-05-26,06:15:00,2015-05-26 06:15:00,"WJ001.00","WJ","O","CL","H","CA","A",,,30,1.9,"<2",3,2015,TRUE,FALSE,2
2015-05-13,05:50:00,2015-05-13 05:50:00,"WJ001.00","WJ","O","CL","HF","CA","A",12,,30,1.9,"<2",1.5,2015,TRUE,FALSE,2
2015-05-04,12:45:00,2015-05-04 12:45:00,"WJ001.00","WJ","C","SE","H","CA","A",10,,30,1.9,"<2",8.5,2015,TRUE,FALSE,2
2015-04-14,12:00:00,2015-04-14 12:00:00,"WJ001.00","WJ","O","CL","E","CA","A",7,,28,1.9,"<2",5,2015,TRUE,FALSE,2
2015-03-02,08:39:00,2015-03-02 08:39:00,"WJ001.00","WJ","O",,"H","CA","A",,,,,,,2015,,,
2015-02-17,08:13:00,2015-02-17 08:13:00,"WJ001.00","WJ","O",,"HF","CA","A",,,,,,,2015,,,
2015-01-07,10:26:00,2015-01-07 10:26:00,"WJ001.00","WJ","O","CL","F","CA","A",-5,,32,1.9,"<2",3,2015,TRUE,FALSE,2
2019-09-18,10:27:00,2019-09-18 10:27:00,"WI095.00","WI","O",,"F","A","A",15,,32,1.9,"<2",4,2019,TRUE,FALSE,2
2019-08-12,08:20:00,2019-08-12 08:20:00,"WI095.00","WI","O",,"F","A","A",21,,30,1.9,"<2",6,2019,TRUE,FALSE,2
2019-08-01,08:45:00,2019-08-01 08:45:00,"WI095.00","WI","O",,"F","A","A",22,,34,1.9,"<2",7,2019,TRUE,FALSE,2
2019-06-05,14:52:00,2019-06-05 14:52:00,"WI095.00","WI","O",,"HE","A","A",10,,28,1.9,"<2",5,2019,TRUE,FALSE,2
2019-05-08,14:00:00,2019-05-08 14:00:00,"WI095.00","WI","O",,"H","A","A",11,,25,2,"2",7,2019,FALSE,FALSE,2
2019-04-17,10:25:00,2019-04-17 10:25:00,"WI095.00","WI","O",,"H","A","A",8,,29,1.9,"<2",6,2019,TRUE,FALSE,2
2018-11-05,08:50:00,2018-11-05 08:50:00,"WI095.00","WI","O",,"H","A","A",5,,30,12,"12",5,2018,FALSE,FALSE,12
2018-10-22,09:30:00,2018-10-22 09:30:00,"WI095.00","WI","O","CL","HF","A","A",10,,32,1.9,"<2",4,2018,TRUE,FALSE,2
2018-08-27,12:15:00,2018-08-27 12:15:00,"WI095.00","WI","O","NE","H","A","A",22,,28,1.9,"<2",6,2018,TRUE,FALSE,2
2018-07-31,14:15:00,2018-07-31 14:15:00,"WI095.00","WI","O","SW","H","A","A",24,,31,1.9,"<2",10,2018,TRUE,FALSE,2
2018-06-26,11:17:00,2018-06-26 11:17:00,"WI095.00","WI","O","SE","H","A","A",16,,35,1.9,"<2",6,2018,TRUE,FALSE,2
2018-06-11,09:40:00,2018-06-11 09:40:00,"WI095.00","WI","O","SE","H","A","A",12,,29,1.9,"<2",5,2018,TRUE,FALSE,2
2017-10-23,14:03:00,2017-10-23 14:03:00,"WI095.00","WI","O","SE","H","A","A",10,,30,1.9,"<2",3,2017,TRUE,FALSE,2
2017-10-10,15:32:00,2017-10-10 15:32:00,"WI095.00","WI","O","CL","H","A","A",14,,32,1.9,"<2",7,2017,TRUE,FALSE,2
2017-09-25,15:33:00,2017-09-25 15:33:00,"WI095.00","WI","O","S","H","A","A",17,,32,4,"4",4,2017,FALSE,FALSE,4
2017-07-12,13:08:00,2017-07-12 13:08:00,"WI095.00","WI","O","CL","HF","A","A",17,,31,1.9,"<2",4,2017,TRUE,FALSE,2
2017-06-21,11:11:00,2017-06-21 11:11:00,"WI095.00","WI","O","SW","E","A","A",16,,32,1.9,"<2",6,2017,TRUE,FALSE,2
2017-05-09,12:35:00,2017-05-09 12:35:00,"WI095.00","WI","O","S","HE","A","A",7,,30,1.9,"<2",1,2017,TRUE,FALSE,2
2016-11-07,15:15:00,2016-11-07 15:15:00,"WI095.00","WI","O","NW","HF","A","A",10,,32,1.9,"<2",2,2016,TRUE,FALSE,2
2016-09-26,09:58:00,2016-09-26 09:58:00,"WI095.00","WI","O","CL","E","A","A",14,,32,1.9,"<2",9,2016,TRUE,FALSE,2
2016-08-01,11:36:00,2016-08-01 11:36:00,"WI095.00","WI","O","CL","HE","A","A",15,,30,1.9,"<2",3,2016,TRUE,FALSE,2
2016-07-21,12:26:00,2016-07-21 12:26:00,"WI095.00","WI","O","S","HF","A","A",15,,30,1.9,"<2",8,2016,TRUE,FALSE,2
2016-06-15,10:50:00,2016-06-15 10:50:00,"WI095.00","WI","O","CL","E","A","A",11,,32,1.9,"<2",6,2016,TRUE,FALSE,2
2016-05-03,10:25:00,2016-05-03 10:25:00,"WI095.00","WI","O","SE","E","A","A",5,,30,1.9,"<2",8,2016,TRUE,FALSE,2
2015-11-16,12:34:00,2015-11-16 12:34:00,"WI095.00","WI","O","W","HF","A","A",6,,30,1.9,"<2",8,2015,TRUE,FALSE,2
2015-10-26,11:57:00,2015-10-26 11:57:00,"WI095.00","WI","O","NW","E","A","A",11,,32,1.9,"<2",3,2015,TRUE,FALSE,2
2015-10-13,12:45:00,2015-10-13 12:45:00,"WI095.00","WI","O","CL","HE","A","A",15,,32,1.9,"<2",4,2015,TRUE,FALSE,2
2015-09-02,15:48:00,2015-09-02 15:48:00,"WI095.00","WI","O","SW","HE","A","A",18,,30,1.9,"<2",7,2015,TRUE,FALSE,2
2015-07-13,10:53:00,2015-07-13 10:53:00,"WI095.00","WI","O","NE","HE","A","A",15,,30,1.9,"<2",3,2015,TRUE,FALSE,2
2015-06-15,10:09:00,2015-06-15 10:09:00,"WI095.00","WI","O","SW","HF","A","A",14,,30,1.9,"<2",4.5,2015,TRUE,FALSE,2
2019-09-18,10:33:00,2019-09-18 10:33:00,"WI093.00","WI","O",,"F","A","A",13,,32,1.9,"<2",4,2019,TRUE,FALSE,2
2019-08-12,08:25:00,2019-08-12 08:25:00,"WI093.00","WI","O",,"F","A","A",21,,30,1.9,"<2",6,2019,TRUE,FALSE,2
2019-08-01,08:50:00,2019-08-01 08:50:00,"WI093.00","WI","O",,"F","A","A",22,,34,1.9,"<2",7,2019,TRUE,FALSE,2
2019-06-05,14:44:00,2019-06-05 14:44:00,"WI093.00","WI","O",,"HE","A","A",11,,28,1.9,"<2",5,2019,TRUE,FALSE,2
2019-05-08,13:56:00,2019-05-08 13:56:00,"WI093.00","WI","O",,"HF","A","A",11,,25,1.9,"<2",7,2019,TRUE,FALSE,2
2019-04-17,10:20:00,2019-04-17 10:20:00,"WI093.00","WI","O",,"H","A","A",8,,31,1.9,"<2",6,2019,TRUE,FALSE,2
2018-11-05,08:54:00,2018-11-05 08:54:00,"WI093.00","WI","O",,"H","A","A",5,,30,9.1,"9.1",5,2018,FALSE,FALSE,9.1
2018-10-22,09:42:00,2018-10-22 09:42:00,"WI093.00","WI","O","CL","HF","A","A",10,,32,1.9,"<2",4,2018,TRUE,FALSE,2
2018-08-27,12:08:00,2018-08-27 12:08:00,"WI093.00","WI","O","NE","HF","A","A",22,,29,1.9,"<2",6,2018,TRUE,FALSE,2
2018-07-31,14:06:00,2018-07-31 14:06:00,"WI093.00","WI","O","CL","H","A","A",23,,31,1.9,"<2",10,2018,TRUE,FALSE,2
2018-06-26,11:05:00,2018-06-26 11:05:00,"WI093.00","WI","O","SE","H","A","A",16,,35,1.9,"<2",6,2018,TRUE,FALSE,2
2018-06-11,09:50:00,2018-06-11 09:50:00,"WI093.00","WI","O","SE","H","A","A",10,,28,1.9,"<2",5,2018,TRUE,FALSE,2
2017-10-23,13:52:00,2017-10-23 13:52:00,"WI093.00","WI","O","SE","H","A","A",11,,30,1.9,"<2",3,2017,TRUE,FALSE,2
2017-10-10,15:22:00,2017-10-10 15:22:00,"WI093.00","WI","O","CL","H","A","A",15,,31,1.9,"<2",7,2017,TRUE,FALSE,2
2017-09-25,15:26:00,2017-09-25 15:26:00,"WI093.00","WI","O","SE","H","A","A",16,,32,1.9,"<2",4,2017,TRUE,FALSE,2
2017-07-12,13:05:00,2017-07-12 13:05:00,"WI093.00","WI","O","CL","HF","A","A",19,,31,1.9,"<2",4,2017,TRUE,FALSE,2
2017-06-21,11:01:00,2017-06-21 11:01:00,"WI093.00","WI","O","S","E","A","A",16,,32,1.9,"<2",6,2017,TRUE,FALSE,2
2017-05-09,12:28:00,2017-05-09 12:28:00,"WI093.00","WI","O","S","HE","A","A",8,,30,1.9,"<2",1,2017,TRUE,FALSE,2
2016-11-07,15:08:00,2016-11-07 15:08:00,"WI093.00","WI","O","CL","HF","A","A",11,,32,1.9,"<2",2,2016,TRUE,FALSE,2
2016-09-26,09:50:00,2016-09-26 09:50:00,"WI093.00","WI","O","NW","HE","A","A",14,,32,1.9,"<2",9,2016,TRUE,FALSE,2
2016-08-01,11:29:00,2016-08-01 11:29:00,"WI093.00","WI","O","CL","HE","A","A",15,,30,1.9,"<2",3,2016,TRUE,FALSE,2
2016-07-21,12:18:00,2016-07-21 12:18:00,"WI093.00","WI","O","S","HF","A","A",15,,30,2,"2",8,2016,FALSE,FALSE,2
2016-06-15,10:40:00,2016-06-15 10:40:00,"WI093.00","WI","O","NE","E","A","A",10,,32,1.9,"<2",6,2016,TRUE,FALSE,2
2016-05-03,10:18:00,2016-05-03 10:18:00,"WI093.00","WI","O","SE","E","A","A",5,,30,1.9,"<2",8,2016,TRUE,FALSE,2
2015-11-16,12:28:00,2015-11-16 12:28:00,"WI093.00","WI","O","SW","HF","A","A",6,,30,1.9,"<2",8,2015,TRUE,FALSE,2
2015-10-26,11:46:00,2015-10-26 11:46:00,"WI093.00","WI","O","NW","HE","A","A",11,,32,1.9,"<2",3,2015,TRUE,FALSE,2
2015-10-13,12:37:00,2015-10-13 12:37:00,"WI093.00","WI","O","CL","HE","A","A",15,,32,1.9,"<2",4,2015,TRUE,FALSE,2
2015-09-02,15:39:00,2015-09-02 15:39:00,"WI093.00","WI","O","SW","HE","A","A",18,,30,1.9,"<2",7,2015,TRUE,FALSE,2
2015-07-13,10:44:00,2015-07-13 10:44:00,"WI093.00","WI","O","NE","HE","A","A",15,,30,1.9,"<2",3,2015,TRUE,FALSE,2
2015-06-15,10:00:00,2015-06-15 10:00:00,"WI093.00","WI","O","SW","HF","A","A",14,,30,2,"2",4.5,2015,FALSE,FALSE,2
2019-09-18,11:01:00,2019-09-18 11:01:00,"WI092.00","WI","O",,"F","A","A",13,,32,1.9,"<2",4,2019,TRUE,FALSE,2
2019-08-12,08:30:00,2019-08-12 08:30:00,"WI092.00","WI","O",,"HF","A","A",21,,30,1.9,"<2",6,2019,TRUE,FALSE,2
2019-08-01,09:00:00,2019-08-01 09:00:00,"WI092.00","WI","O",,"F","A","A",22,,34,2,"2",7,2019,FALSE,FALSE,2
2019-06-05,14:40:00,2019-06-05 14:40:00,"WI092.00","WI","O",,"HE","A","A",10,,28,2,"2",5,2019,FALSE,FALSE,2
2019-05-08,13:52:00,2019-05-08 13:52:00,"WI092.00","WI","O",,"HF","A","A",10,,25,1.9,"<2",7,2019,TRUE,FALSE,2
2019-04-17,10:16:00,2019-04-17 10:16:00,"WI092.00","WI","O",,"H","A","A",8,,30,1.9,"<2",6,2019,TRUE,FALSE,2
2018-11-05,08:58:00,2018-11-05 08:58:00,"WI092.00","WI","O",,"H","A","A",5,,32,7.3,"7.3",5,2018,FALSE,FALSE,7.3
2018-10-22,09:48:00,2018-10-22 09:48:00,"WI092.00","WI","O","CL","H","A","A",10,,32,1.9,"<2",4,2018,TRUE,FALSE,2
2018-08-27,11:50:00,2018-08-27 11:50:00,"WI092.00","WI","O","NE","HF","A","A",21,,29,1.9,"<2",6,2018,TRUE,FALSE,2
2018-07-31,13:52:00,2018-07-31 13:52:00,"WI092.00","WI","O","CL","HF","A","A",23,,31,1.9,"<2",10,2018,TRUE,FALSE,2
2018-06-26,10:45:00,2018-06-26 10:45:00,"WI092.00","WI","O","SE","H","A","A",15,,35,1.9,"<2",6,2018,TRUE,FALSE,2
2018-06-11,09:59:00,2018-06-11 09:59:00,"WI092.00","WI","O","SE","H","A","A",10,,28,2,"2",5,2018,FALSE,FALSE,2
2017-10-23,13:35:00,2017-10-23 13:35:00,"WI092.00","WI","O","SW","HF","A","A",12,,31,1.9,"<2",3,2017,TRUE,FALSE,2
2017-10-10,15:05:00,2017-10-10 15:05:00,"WI092.00","WI","O","CL","H","A","A",13,,31,1.9,"<2",7,2017,TRUE,FALSE,2
2017-09-25,15:07:00,2017-09-25 15:07:00,"WI092.00","WI","O","E","H","A","A",15,,32,1.9,"<2",4,2017,TRUE,FALSE,2
2017-07-12,12:45:00,2017-07-12 12:45:00,"WI092.00","WI","O","SE","F","A","A",18,,30,1.9,"<2",4,2017,TRUE,FALSE,2
2017-06-21,10:45:00,2017-06-21 10:45:00,"WI092.00","WI","O","SW","E","A","A",16,,32,1.9,"<2",6,2017,TRUE,FALSE,2
2017-05-09,12:14:00,2017-05-09 12:14:00,"WI092.00","WI","O","S","HE","A","A",7,,30,1.9,"<2",1,2017,TRUE,FALSE,2
2016-11-07,14:54:00,2016-11-07 14:54:00,"WI092.00","WI","O","NW","HF","A","A",11,,32,1.9,"<2",2,2016,TRUE,FALSE,2
2016-09-26,09:35:00,2016-09-26 09:35:00,"WI092.00","WI","O","NW","HE","A","A",14,,32,1.9,"<2",9,2016,TRUE,FALSE,2
2016-08-01,11:12:00,2016-08-01 11:12:00,"WI092.00","WI","O","CL","HE","A","A",13,,30,1.9,"<2",3,2016,TRUE,FALSE,2
2016-07-21,12:07:00,2016-07-21 12:07:00,"WI092.00","WI","O","S","HF","A","A",14,,30,1.9,"<2",8,2016,TRUE,FALSE,2
2016-06-15,10:25:00,2016-06-15 10:25:00,"WI092.00","WI","O","NE","E","A","A",10,,32,1.9,"<2",6,2016,TRUE,FALSE,2
2016-05-03,10:04:00,2016-05-03 10:04:00,"WI092.00","WI","O","CL","E","A","A",5,,30,2,"2",8,2016,FALSE,FALSE,2
2015-11-16,12:10:00,2015-11-16 12:10:00,"WI092.00","WI","O","SW","F","A","A",7,,30,1.9,"<2",8,2015,TRUE,FALSE,2
2015-10-26,11:28:00,2015-10-26 11:28:00,"WI092.00","WI","O","NW","HE","A","A",11,,32,1.9,"<2",3,2015,TRUE,FALSE,2
2015-10-13,12:34:00,2015-10-13 12:34:00,"WI092.00","WI","O","CL","H","A","A",15,,32,1.9,"<2",4,2015,TRUE,FALSE,2
2015-09-02,13:57:00,2015-09-02 13:57:00,"WI092.00","WI","O","SW","HF","A","A",16,,30,1.9,"<2",7,2015,TRUE,FALSE,2
2015-07-13,10:26:00,2015-07-13 10:26:00,"WI092.00","WI","O","NE","HE","A","A",14,,30,2,"2",3,2015,FALSE,FALSE,2
2015-06-15,09:55:00,2015-06-15 09:55:00,"WI092.00","WI","O","SW","HF","A","A",12,,30,1.9,"<2",4.5,2015,TRUE,FALSE,2
2019-09-18,11:19:00,2019-09-18 11:19:00,"WI090.00","WI","O",,"F","A","A",15,,32,1.9,"<2",4,2019,TRUE,FALSE,2
2019-08-12,08:35:00,2019-08-12 08:35:00,"WI090.00","WI","O",,"HF","A","A",21,,30,1.9,"<2",6,2019,TRUE,FALSE,2
2019-08-01,09:05:00,2019-08-01 09:05:00,"WI090.00","WI","O",,"F","A","A",22,,34,2,"2",7,2019,FALSE,FALSE,2
2019-06-05,14:32:00,2019-06-05 14:32:00,"WI090.00","WI","O",,"HE","A","A",10,,28,1.9,"<2",5,2019,TRUE,FALSE,2
2019-05-08,13:48:00,2019-05-08 13:48:00,"WI090.00","WI","O",,"HF","A","A",10,,25,1.9,"<2",7,2019,TRUE,FALSE,2
2019-04-17,10:12:00,2019-04-17 10:12:00,"WI090.00","WI","O",,"H","A","A",8,,30,1.9,"<2",6,2019,TRUE,FALSE,2
2018-11-05,09:08:00,2018-11-05 09:08:00,"WI090.00","WI","O",,"H","A","A",5,,32,3.6,"3.6",5,2018,FALSE,FALSE,3.6
2018-10-22,10:06:00,2018-10-22 10:06:00,"WI090.00","WI","O","CL","H","A","A",10,,32,1.9,"<2",4,2018,TRUE,FALSE,2
2018-08-27,11:47:00,2018-08-27 11:47:00,"WI090.00","WI","O","NE","HF","A","A",21,,30,2,"2",6,2018,FALSE,FALSE,2
2018-07-31,13:48:00,2018-07-31 13:48:00,"WI090.00","WI","O","CL","HF","A","A",21,,31,1.9,"<2",10,2018,TRUE,FALSE,2
2018-06-26,10:35:00,2018-06-26 10:35:00,"WI090.00","WI","O","SE","H","A","A",15,,35,1.9,"<2",6,2018,TRUE,FALSE,2
2018-06-11,10:02:00,2018-06-11 10:02:00,"WI090.00","WI","O","SE","H","A","A",10,,29,1.9,"<2",5,2018,TRUE,FALSE,2
2017-10-23,13:30:00,2017-10-23 13:30:00,"WI090.00","WI","O","S","HF","A","A",10,,31,1.9,"<2",3,2017,TRUE,FALSE,2
2017-10-10,15:01:00,2017-10-10 15:01:00,"WI090.00","WI","O","CL","H","A","A",13,,31,1.9,"<2",7,2017,TRUE,FALSE,2
2017-09-25,15:01:00,2017-09-25 15:01:00,"WI090.00","WI","O","CL","H","A","A",16,,32,1.9,"<2",4,2017,TRUE,FALSE,2
2017-07-12,12:43:00,2017-07-12 12:43:00,"WI090.00","WI","O","CL","F","A","A",17,,30,1.9,"<2",4,2017,TRUE,FALSE,2
2017-06-21,10:40:00,2017-06-21 10:40:00,"WI090.00","WI","O","SW","E","A","A",15,,32,2,"2",6,2017,FALSE,FALSE,2
2017-05-09,12:09:00,2017-05-09 12:09:00,"WI090.00","WI","O","S","HE","A","A",7,,30,1.9,"<2",1,2017,TRUE,FALSE,2
2016-11-07,14:50:00,2016-11-07 14:50:00,"WI090.00","WI","O","NW","HF","A","A",10,,32,1.9,"<2",2,2016,TRUE,FALSE,2
2016-09-26,09:30:00,2016-09-26 09:30:00,"WI090.00","WI","O","CL","HE","A","A",14,,32,1.9,"<2",9,2016,TRUE,FALSE,2
2016-08-01,11:06:00,2016-08-01 11:06:00,"WI090.00","WI","O","CL","H","A","A",13,,30,2,"2",3,2016,FALSE,FALSE,2
2016-07-21,12:03:00,2016-07-21 12:03:00,"WI090.00","WI","O","S","HF","A","A",14,,30,1.9,"<2",8,2016,TRUE,FALSE,2
2016-06-15,10:15:00,2016-06-15 10:15:00,"WI090.00","WI","O","N","E","A","A",12,,32,1.9,"<2",6,2016,TRUE,FALSE,2
2016-05-03,09:58:00,2016-05-03 09:58:00,"WI090.00","WI","O","CL","E","A","A",5,,30,1.9,"<2",8,2016,TRUE,FALSE,2
2015-11-16,12:03:00,2015-11-16 12:03:00,"WI090.00","WI","O","W","F","A","A",6,,30,1.9,"<2",8,2015,TRUE,FALSE,2
2015-10-26,11:20:00,2015-10-26 11:20:00,"WI090.00","WI","O","NW","HE","A","A",10,,32,1.9,"<2",3,2015,TRUE,FALSE,2
2015-10-13,12:28:00,2015-10-13 12:28:00,"WI090.00","WI","O","CL","H","A","A",15,,32,1.9,"<2",4,2015,TRUE,FALSE,2
2015-09-02,13:54:00,2015-09-02 13:54:00,"WI090.00","WI","O","SW","HF","A","A",18,,30,1.9,"<2",7,2015,TRUE,FALSE,2
2015-07-13,10:22:00,2015-07-13 10:22:00,"WI090.00","WI","O","NE","HE","A","A",14,,30,1.9,"<2",3,2015,TRUE,FALSE,2
2015-06-15,09:34:00,2015-06-15 09:34:00,"WI090.00","WI","O","SW","HF","A","A",12,,30,1.9,"<2",4.5,2015,TRUE,FALSE,2
